name,isNamedCreature,isNpc,cr,ac,hp/average,hp/formula,alignment,type,type/tags,swarm,size,str,dex,con,int,wis,cha,save/cha,save/int,save/wis,save/con,save/dex,save/str,skill/arcana,skill/history,skill/insight,skill/perception,skill/performance,skill/stealth,skill/investigation,skill/acrobatics,skill/animal handling,skill/athletics,skill/deception,skill/intimidation,skill/medicine,skill/nature,skill/persuasion,skill/religion,skill/sleight of hand,skill/survival,initiative/advantageMode,passive,senseTags,speed/walk,speed/burrow/condition,speed/burrow,speed/climb/condition,speed/climb,speed/fly/condition,speed/fly,speed/swim/condition,speed/swim,trait,traitTags,spellcasting,damageTagsSpell,spellcastingTags,conditionInflictSpell,savingThrowForcedSpell,action,actionTags,bonus,reaction,conditionInflict,damageTags,savingThrowForced,legendaryActions,legendary,damageTagsLegendary,savingThrowForcedLegendary,conditionInflictLegendary,mythic,resist,vulnerable,immune,conditionImmune,languages,languageTags,items,environment,miscTags,source,familiar,group,summonedBySpell,summonedBySpellLevel,summonedByClass,variant,reprinted,sidekickHidden
Bullywug Croaker,FALSE,FALSE,2,15,33,6d8 + 6,N E,humanoid,bullywug,,M,14,12,12,7,15,10,,,,3,,,,,,4,,3,,,,,,,,,,,,,,14,,20,,,,,,,,40,TRUE,"[""Amphibious"",""Camouflage""]",,,,,,TRUE,,FALSE,FALSE,,"P,Y","[""wisdom""]",,FALSE,,,,FALSE,,,,,bullywug,OTH,spear,,"MLW,MW, RW, THW",GoS,FALSE,,,,,,,
Dankwood Duergar,,,2,18,26,4d8 + 8,special,humanoid,dwarf,,M,16,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,FALSE,FALSE,,B,"[""wisdom""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,,MW,MGELFT,FALSE,,,,,,,
Deep One,FALSE,,2,13,71,11d8 + 22,C E,humanoid,,,M,16,12,14,10,8,12,3,,,4,,5,,,,,,,,,,,,,,,,,,,,9,SD,30,,,,,,,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,,FALSE,FALSE,,S,,,FALSE,,,,FALSE,"[""cold""]","[""fire""]",,,"[""Common"",""Void Speech""]",C,,"coastal, underwater",MW,ToB1-2023,FALSE,,,,,,,
Dragonwing,FALSE,FALSE,2,14,33,6d8 + 6,L E,humanoid,Human,,M,11,16,13,11,11,13,,,2,,,,,,,,,5,,,,,3,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,S,,,FALSE,,,,FALSE,"[{""preNote"":""one of the following:"",""resist"":[""acid"",""cold"",""fire"",""lightning"",""poison""]}]",,,,"[""Common"",""Draconic""]","C,DR",scimitar,,"MLW,MW",HotDQ,FALSE,,,,,,,
Duergar Kavalrachni,FALSE,,2,16,26,4d8 + 8,L E,humanoid,dwarf,,M,14,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""invisible""]","I,P",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","heavy crossbow, war pick","mountain, underdark","MLW,MW, RNG, RW",MTF,FALSE,,,,,,TRUE,
Duergar Kavalrachni,FALSE,,2,16,26,4d8 + 8,A,humanoid,dwarf,,M,14,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""invisible""]","I,P",,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","heavy crossbow, war pick","mountain, underdark","MLW,MW, RNG, RW",MPMM,FALSE,,,,,,,
Duergar Mind Master,FALSE,,2,19,39,6d8 + 12,L E,humanoid,dwarf,,M,11,17,14,15,10,12,,,2,,,,,,,2,,5,,,,,,,,,,,,,,12,"SD, U",25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""invisible""]","P,Y","[""intelligence""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","MLW,MW",MTF,FALSE,,,,,,TRUE,
Duergar Spy,FALSE,FALSE,2,15,33,6d8 + 6,L E,humanoid,dwarf,,M,10,16,12,12,10,13,,,,,,,,,2,4,,7,5,,,,5,,,,3,,5,,,14,SD,25,,,,,,,,,TRUE,"[""Sneak Attack"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""invisible""]",P,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U","hand crossbow, shortsword",,"MLW,MW, RNG, RW",TftYP,FALSE,,,,,,,
Duergar Stone Guard,FALSE,,2,18,39,6d8 + 12,L E,humanoid,dwarf,,M,18,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,FALSE,FALSE,"[""invisible""]",P,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",javelin,"mountain, underdark","MLW,MW, RW, THW",MTF,FALSE,,,,,,TRUE,
Duergar Xarrorn,FALSE,,2,18,26,4d8 + 8,L E,humanoid,dwarf,,M,16,11,14,11,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,SD,25,,,,,,,,,TRUE,"[""Sunlight Sensitivity""]",,,,,,TRUE,,FALSE,FALSE,"[""invisible""]","F,P","[""dexterity""]",,FALSE,,,,FALSE,"[""poison""]",,,,"[""Dwarvish"",""Undercommon""]","D, U",,"mountain, underdark","AOE, MLW,MW, RCH",MTF,FALSE,,,,,,TRUE,
Eternal Flame Guardian,FALSE,FALSE,2,17,45,7d8 + 14,C E,humanoid,Human,,M,15,13,14,8,11,13,,,,,,,,,,2,,,,,,,,3,,,,,,,,12,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"F,P,S",,,FALSE,,,,FALSE,"[""fire""]",,,,"[""Common""]",C,"heavy crossbow, longsword",,"MLW,MW, RNG, RW",PotA,FALSE,,,,,,,
Gnoll Brute,FALSE,,2,13,52,8d8 + 16,C E,humanoid,gnoll,,M,16,12,15,6,13,7,,,,,,,,,,,,,,,,5,,,,,,,,,adv,11,D,40,,,,,,,,,TRUE,"[""Brute"",""Charge"",""Rampage""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""prone""]","P,S","[""strength""]",,FALSE,,,,FALSE,,,,,gnoll,OTH,,,MW,GHLoE,FALSE,,,,,,,
Gnoll Pack Lord,,,2,15,49,9d8 + 9,C E,humanoid,gnoll,,M,16,14,13,8,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,30,,,,,,,,,TRUE,"[""Rampage""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,gnoll,OTH,"glaive, longbow","grassland, forest, hill, desert","MLW,MW, RCH, RNG, RW",MM,FALSE,,,,,,TRUE,
Griffon Cavalry Rider,FALSE,FALSE,2,17,58,9d8 + 18,A,humanoid,any,,M,14,15,14,10,12,10,,,,,,,,,,3,,,,,3,4,,,,,,,,,,13,,30,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","dagger, lance",,"MLW,MW, RCH",WDH,FALSE,,,,,,,
Grung Elite Warrior,,,2,13,49,9d6 + 18,L E,humanoid,Grung,,S,7,16,15,10,11,12,,,,,5,,,,,2,,5,,,,2,,,,,,,,2,,12,,25,,,,25,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,,FALSE,FALSE,"[""charmed"",""frightened"",""poisoned"",""stunned""]","I,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]",Grung,OTH,"dagger, shortbow",forest,"MLW,MW, RNG, RW, THW",VGM,FALSE,,,,,TRUE,TRUE,
Grung Elite Warrior,FALSE,,2,13,49,9d6 + 18,A,humanoid,,,S,7,16,15,10,11,12,,,,,5,,,,,2,,5,,,,2,,,,,,,,2,,12,,25,,,,25,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,,FALSE,FALSE,"[""charmed"",""frightened"",""poisoned"",""stunned""]","I,P","[""constitution"",""wisdom""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]",Grung,OTH,"dagger, shortbow",forest,"MLW,MW, RNG, RW, THW",MPMM,FALSE,,,,,TRUE,,
Hew Hackinstone,TRUE,TRUE,2,13,67,9d8 + 27,C N,humanoid,dwarf,,M,16,12,17,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,4,,10,D,30,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,,FALSE,FALSE,,S,,,FALSE,,,,FALSE,"[""poison""]",,,,"[""any one language (usually Common)""]","C,X",battleaxe,,"MLW,MW",ToA,FALSE,,,,,,,
Hybrid Brute,FALSE,,2,18,52,8d8 + 16,N G,humanoid,Simic hybrid,,M,18,11,15,8,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,S,,,FALSE,,,,FALSE,,,,,"[""Common plus any one language""]","C,X",,,MW,GGR,FALSE,,,,,,,
Hybrid Flier,FALSE,,2,13,39,6d8 + 12,N G,humanoid,Simic hybrid,,M,12,16,14,11,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,40,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"A, P",,,FALSE,,,,FALSE,"[""acid""]",,,,"[""Common plus any one language""]","C,X",javelin,,"MLW,MW, RW, THW",GGR,FALSE,,,,,,,
Imelda,TRUE,TRUE,2,13,49,9d8 + 9,C G,humanoid,Human,,M,18,12,12,10,11,10,,,,,,,,,,,,,,,,6,,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,,FALSE,FALSE,,B,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,,,MW,NRH-CoI,FALSE,,,,,,,
Iron Consul,FALSE,FALSE,2,16,45,6d8 + 18,L E,humanoid,Human,,M,17,11,16,12,15,16,,,4,,,,,,,4,,,,,,,,5,,,,,,,,14,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,,,FALSE,,,,FALSE,,,,"[""frightened""]","[""Common""]",C,spear,,"MLW,MW, RW, THW",BGDIA,FALSE,,,,,,,
King Robbit the Slimy,,,2,13,27,5d6 + 10,special,humanoid,Grung,,S,7,16,15,10,11,15,,,,,5,,,,,2,,5,,,,2,,4,,,,,,,,12,,25,,,,25,,,,,TRUE,"[""Amphibious""]",,,,,,TRUE,,FALSE,FALSE,,"I,P","[""charisma"",""constitution""]",,FALSE,,,,FALSE,,,"[""poison""]","[""charmed"",""poisoned""]",Grung,OTH,"dagger, shortbow",,"MLW,MW, RNG, RW, THW",MGELFT,FALSE,,,,,,,
Koalinth Sergeant,FALSE,FALSE,2,14,33,6d8 + 6,L E,humanoid,goblinoid,,M,14,11,12,11,10,12,,,2,,2,,,,,2,,,,,,4,,,,,,,,,,12,D,30,,,,,,,,30,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""restrained""]","P,S",,,FALSE,,,,FALSE,,,,,"[""Common"",""Goblin""]","C,GO",trident,,"MLW,MW, RW, THW",GoS,FALSE,,,,,,,
Kobold Alchemist,FALSE,,2,15,44,8d6 + 16,L N,humanoid,kobold,,S,7,16,15,16,9,8,,,,,5,,5,,,,,,,,,,,,3,,,,,,,9,D,30,,,,,,,,,TRUE,"[""Pack Tactics"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""poisoned""]",I,"[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]","[""Common"",""Draconic""]","C,DR",,"underdark, urban","AOE, MLW,MW",ToB1-2023,FALSE,,,,,,,
Kobold Trapsmith,FALSE,,2,14,54,12d6 + 12,L N,humanoid,kobold,,S,7,16,12,16,13,8,,,,,,,,,,,,5,,,,,,,,,,,,,,11,D,30,,,,,,,,,TRUE,"[""Pack Tactics"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""restrained"",""stunned""]","B, L,P,S","[""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic""]","C,DR",dagger,"underdark, urban","AOE, MLW,MW, RW, THW",ToB1-2023,FALSE,,,,,,,
Locathah Hunter,FALSE,FALSE,2,14,33,6d8 + 6,N,humanoid,locathah,,M,13,14,12,11,14,11,,,4,,4,,,,,4,,,,,,3,,,,,,,,,,14,,30,,,,,,,,30,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""poisoned""]","B, P","[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Aquan"",""Common""]","AQ,C",club,,"MLW,MW, RW",GoS,FALSE,,,,,,,
Nevermind Gnome Inventor,FALSE,,2,14,36,8d6 + 8,A,humanoid,,,S,8,17,13,18,11,14,,6,,,5,,6,,,2,,,6,,,,,,,,,,,,adv,12,D,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""blinded""]","P,T","[""constitution"",""dexterity""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Gnomish""]",C G,,,"AOE, MW, RW",MCV2DC,FALSE,,,,,,,
Noctiny,FALSE,,2,13,52,8d8 + 16,N E,humanoid,,,M,16,13,14,10,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Magic Resistance""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, O",,,FALSE,,,,FALSE,,,,"[""frightened""]","[""Common""]",C,quarterstaff,any,"MLW,MW",ToB1-2023,FALSE,,,,,,,
Oak Truestrike,TRUE,TRUE,2,15,32,5d8 + 10,N G E,humanoid,Elf,,M,13,16,14,10,13,11,,,,,,,,,,3,2,5,,,,,,,,4,,,,3,,13,,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,hand crossbow,,"MLW,MW, RNG, RW",AI,FALSE,,,,,,,
Orog,,,2,18,42,5d8 + 20,C E,humanoid,orc,,M,18,12,18,12,11,12,,,,,,,,,,,,,,,,,,5,,,,,,2,,10,D,30,,,,,,,,,TRUE,"[""Aggressive""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Common"",""Orc""]","C,O","greataxe, javelin","underdark, mountain, grassland, forest, hill, arctic","MLW,MW, RW, THW",MM,FALSE,,,,,,TRUE,
Pirate Captain,FALSE,FALSE,2,14,45,7d8 + 14,A,humanoid,any,,M,16,14,14,11,10,14,,,,,,,,,,,,,,,,5,,4,,,,,,,,10,,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""any one language (usually Common)""]","C,X","hand crossbow, longsword",,"MLW,MW, RNG, RW",GoS,FALSE,,,,,,TRUE,
Quaggoth,,,2,13,45,6d8 + 18,C N,humanoid,quaggoth,,M,17,12,16,6,12,7,,,,,,,,,,,,,,,,5,,,,,,,,,,11,SD,30,,,,30,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,S,,,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]","[""Undercommon""]",U,,underdark,MW,MM,FALSE,,,,,,TRUE,
Roachling Lord,FALSE,,2,15,63,14d6 + 14,C N,humanoid,roachling,,S,10,16,12,10,10,10,,,,3,5,,,,,,,7,,5,,,,,,,,,,,,10,"D, T",25,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"I,P",,,FALSE,,,,FALSE,,,,"[""poisoned""]","[""Common""]",C,,urban,"MLW,MW, RW",ToB1-2023,FALSE,,,,,,,
Selenelion Twin,TRUE,TRUE,2,14,33,6d8 + 6,C G,humanoid,Elf,,M,7,18,13,12,10,17,5,,,,6,,,,,,,6,,8,,,,,,,,,6,,,10,D,30,,,,,,,,,TRUE,"[""Fey Ancestry"",""Regeneration""]",,,,,,TRUE,,FALSE,FALSE,"[""blinded""]","P,R","[""wisdom""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Elvish""]",C E,dagger,,"MLW,MW, RW, THW",WBtW,FALSE,,,,,,,
Shard Shunner,FALSE,FALSE,2,12,27,6d6 + 6,L E,humanoid,"halfling, shapechanger",,S,10,15,12,11,10,8,,,,,,,,,,2,,4,,,,,,,,,,,,,,12,D,30,,,,,,,,,TRUE,"[""Keen Senses"",""Shapechanger""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,"[""constitution""]",,FALSE,,,,FALSE,,,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't silvered""}]",,"[""Common"",""Halfling"",""Thieves' cant""]","C,H,TC","hand crossbow, shortsword",,"CUR, MLW,MW, RNG, RW",WDH,FALSE,,,,,,,
Splugoth the Returned,FALSE,FALSE,2,15,27,6d6 + 6,N E,humanoid,goblinoid,,S,10,14,12,14,11,10,,4,2,,,,,,,,,6,,,,,,,,,,,,,,10,D,30,,,,,,,,,TRUE,,,,,,,TRUE,"[""Multiattack""]",FALSE,TRUE,"[""stunned""]",S,"[""wisdom""]",,FALSE,,,,FALSE,,,,,"[""Common"",""Draconic"",""Elvish"",""Goblin""]","C,DR,E,GO",dagger,,"MLW,MW",AI,FALSE,,,,,,,
Thayan Warrior,FALSE,FALSE,2,16,52,8d8 + 16,L NX C NY E,humanoid,Human,,M,16,13,14,10,11,11,,,,,,,,,,2,,,,,,,,,,,,,,,,12,,30,,,,,,,,,TRUE,"[""Pack Tactics""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Common"",""Thayan""]","C,OTH","javelin, longsword",,"MLW,MW, RW, THW",TftYP,FALSE,,,,,,,
Thrakkus,TRUE,TRUE,2,13,67,9d8 + 27,C E,humanoid,dragonborn,,M,16,12,17,9,11,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,"[""Breath Weapon""]",FALSE,FALSE,,"F,S","[""dexterity""]",,FALSE,,,,FALSE,"[""fire""]",,,,"[""Common"",""Draconic""]","C,DR",greataxe,,"AOE, MLW,MW",WDH,FALSE,,,,,,,
Varnoth,TRUE,TRUE,2,11,39,6d8 + 12,N G,humanoid,Human,,M,16,13,14,10,11,10,,,,,,,,2,,2,,,,,,5,,,,,,2,,,,12,,30,,,,,,,,,FALSE,,,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Common""]",C,shortsword,,"MLW,MW",DoSI,FALSE,,,,,,,
Werebat,FALSE,FALSE,2,13,24,7d6,N E,humanoid,"goblinoid, shapechanger",,S,8,17,10,10,12,8,,,,,,,,,,3,,5,,,,,,,,,,,,,,13,D,30,,,,,,,,,TRUE,"[""Keen Senses"",""Shapechanger"",""Sunlight Sensitivity""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S","[""constitution""]",,FALSE,,,,FALSE,,,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't silvered""}]",,"[""Goblin (can't speak in bat form)""]","CS,GO","scimitar, shortbow",,"CUR, MLW,MW, RNG, RW",WDMM,FALSE,"[""Lycanthropes""]",,,,,,
Wererat,,,2,12,33,6d8 + 6,L E,humanoid,"Human, shapechanger",,M,10,15,12,11,10,8,,,,,,,,,,2,,4,,,,,,,,,,,,,,12,D,30,,,,,,,,,TRUE,"[""Keen Senses"",""Shapechanger""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,"[""constitution""]",,FALSE,,,,FALSE,,,"[{""cond"":true,""immune"":[""bludgeoning"",""piercing"",""slashing""],""note"":""from nonmagical attacks that aren't silvered""}]",,"[""Common (can't speak in rat form)""]","C,CS","hand crossbow, shortsword","forest, urban","CUR, MLW,MW, RNG, RW",MM,FALSE,"[""Lycanthropes""]",,,,TRUE,TRUE,
Wereraven,FALSE,,2,12,31,7d8,,humanoid,"Human, shapechanger",,M,10,15,11,13,15,14,,,,,,,,,4,6,,,,,,,,,,,,,,,,16,,30,,,,,,,,,TRUE,"[""Mimicry"",""Regeneration"",""Shapechanger""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,"[""constitution""]",,FALSE,,,,FALSE,,,,,"[""Common (can't speak in raven form)""]","C,CS","hand crossbow, shortsword",,"CUR, MLW,MW, RNG, RW",VRGR,FALSE,"[""Lycanthropes""]",,,,,,
Yuan-ti Broodguard,,,2,14,45,7d8 + 14,N E,humanoid,yuan-ti,,M,15,14,14,6,11,4,,,2,,4,4,,,,2,,,,,,,,,,,,,,,,12,D,30,,,,,,,,,TRUE,"[""Reckless""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,"[""poison""]","[""poisoned""]","[""Abyssal"",""Common"",""Draconic""]","AB,C,DR",,"underdark, forest, desert",MW,VGM,FALSE,,,,,TRUE,TRUE,
Adult Kruthik,FALSE,,2,18,39,6d8 + 12,U,monstrosity,,,M,15,16,15,7,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,11,"D, T",40,,20,,40,,,,,TRUE,"[""Keen Senses"",""Pack Tactics"",""Tunneler""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark","MW, RW",MTF,FALSE,,,,,,TRUE,
Adult Kruthik,FALSE,,2,18,39,6d8 + 12,U,monstrosity,,,M,15,16,15,7,12,8,,,,,,,,,,5,,,,,,,,,,,,,,,,15,"D, T",40,,20,,40,,,,,TRUE,"[""Pack Tactics"",""Tunneler""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,P,,,FALSE,,,,FALSE,,,,,"[""Kruthik""]",OTH,,"desert, mountain, underdark","MW, RW",MPMM,FALSE,,,,,,,
Ankheg,,,2,14,39,6d10 + 6,U,monstrosity,,,L,17,11,13,1,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,"D, T",30,,10,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,"[""grappled""]","A, S","[""dexterity""]",,FALSE,,,,FALSE,,,,,,,,"grassland, forest",MW,MM,FALSE,,,,,,TRUE,
Aurumvorax,FALSE,FALSE,2,15,36,8d6 + 8,U,monstrosity,,,S,14,13,12,3,12,6,,,,3,,4,,,,3,,3,,,,,,,,,,,,,,13,D,30,,20,,,,,,,TRUE,"[""Tunneler""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled""]","P,S",,,FALSE,,,,FALSE,,,,"[""petrified""]",,,,,MW,JttRC,FALSE,,,,,,,
Carrion Crawler,,,2,13,51,6d10 + 18,U,monstrosity,,,L,14,13,16,1,12,5,,,,,,,,,,3,,,,,,,,,,,,,,,,13,D,30,,,,30,,,,,TRUE,"[""Keen Senses"",""Spider Climb""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,FALSE,"[""paralyzed"",""poisoned""]","I,P","[""constitution""]",,FALSE,,,,FALSE,,,,,,,,underdark,"MW, RCH",MM,FALSE,,,,,,TRUE,
Centaur,,,2,12,45,6d10 + 12,N G,monstrosity,,,L,18,14,14,9,13,11,,,,,,,,,,3,,,,,,6,,,,,,,,3,,13,,50,,,,,,,,,TRUE,"[""Charge""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"B, P",,,FALSE,,,,FALSE,,,,,"[""Elvish"",""Sylvan""]","E,S","longbow, pike","grassland, forest","MLW,MW, RCH, RNG, RW",MM,FALSE,,,,,,TRUE,
Doppelrat,FALSE,,2,13,45,10d4 + 20,U,monstrosity,,,T,2,17,14,2,13,2,,,,,5,,,,,,,5,,,,,,,,,,,,,,11,D,30,,,,15,,,,15,TRUE,"[""Keen Senses""]",,,,,,TRUE,,FALSE,FALSE,"[""poisoned""]",P,"[""constitution""]",,FALSE,,,,FALSE,,,,,,,,urban,"DIS, MW",ToB1-2023,FALSE,,,,,,,
Eala,FALSE,,2,15,40,9d6 + 9,U,monstrosity,,,S,10,16,12,2,12,16,,,,,5,,,,,,,,,,,,,,,,,,,,,11,D,10,,,,,,60,,,FALSE,,,,,,,TRUE,"[""Breath Weapon"",""Multiattack""]",FALSE,TRUE,"[""incapacitated""]","F,S","[""charisma"",""dexterity""]",,FALSE,,,,FALSE,,,"[""fire""]",,,,,"mountain, planar","AOE, MW",ToB1-2023,FALSE,,,,,,,
Ettercap,,,2,13,44,8d8 + 8,N E,monstrosity,,,M,14,15,13,7,12,8,,,,,,,,,,3,,4,,,,,,,,,,,,3,,13,D,30,,,,30,,,,,TRUE,"[""Spider Climb"",""Web Sense"",""Web Walker""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,"[""grappled"",""poisoned"",""restrained""]","B, I,P,S","[""constitution""]",,FALSE,,,,FALSE,,,,,,,,forest,"MW, RW",MM,FALSE,,,,,TRUE,TRUE,
Giant Tick,,,2,14,52,7d8 + 21,U,monstrosity,,,M,16,10,16,2,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,10,,30,,,,,,,,,FALSE,,,,,,,TRUE,,FALSE,FALSE,,"N,P",,,FALSE,,,,FALSE,,,,,,,,,MW,BGG,FALSE,,,,,,,
Grick,,,2,14,27,6d8,N,monstrosity,,,M,14,14,11,3,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,12,D,30,,,,30,,,,,TRUE,"[""Camouflage""]",,,,,,TRUE,"[""Multiattack"",""Tentacles""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,"[{""cond"":true,""note"":""from nonmagical attacks"",""resist"":[""bludgeoning"",""piercing"",""slashing""]}]",,,,,,,"underdark, forest",MW,MM,FALSE,,,,,,TRUE,
Griffon,,,2,12,59,7d10 + 21,U,monstrosity,,,L,18,15,16,2,13,8,,,,,,,,,,5,,,,,,,,,,,,,,,,15,D,30,,,,,,80,,,TRUE,"[""Keen Senses""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,,,,"mountain, grassland, hill, coastal, arctic",MW,MM,FALSE,,,,,,TRUE,
Merrow,,,2,13,45,6d10 + 12,C E,monstrosity,,,L,18,10,15,8,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,10,D,10,,,,,,,,40,TRUE,"[""Amphibious""]",,,,,,TRUE,"[""Multiattack""]",FALSE,FALSE,,"P,S",,,FALSE,,,,FALSE,,,,,"[""Abyssal"",""Aquan""]","AB,AQ",,"underwater, coastal","MW, RW",MM,FALSE,,,,,,TRUE,
